PID,Date,N,P,K,MaxT,MinT,WindSpeed,Humidity ,Precipitation,rainfall,Season,Crop,Production,Production Units,Yield
125118,12-01-2020 00:00,105,39,33,28.9,20.4,1.7,71.4,0,171,Rabi       ,Small millets,428,Tonnes,0.344328238
125119,13-01-2020 00:00,115,33,31,29.8,18.8,1.6,67.3,0,179,Rabi       ,Urad,78298,Tonnes,0.782002497
125120,14-01-2020 00:00,100,30,31,29.6,19.5,1.8,67.6,0,171,Rabi       ,Wheat,531,Tonnes,0.480978261
125121,15-01-2020 00:00,104,26,32,30.1,19.8,2.3,69.7,0,121,Whole Year ,Banana,111424,Tonnes,0.943000533
125122,16-01-2020 00:00,118,36,33,30.1,20.6,2.5,70.5,0,127,Whole Year ,Coconut ,9,Tonnes,0.473684211
125123,17-01-2020 00:00,107,23,29,30.2,21.5,2.4,76.7,0,186,Whole Year ,Coriander,11,Tonnes,0.611111111
125124,18-01-2020 00:00,107,39,30,30.7,22.4,2.7,77.1,0.1,157,Whole Year ,Potato,7,Tonnes,0.333333333
125125,19-01-2020 00:00,119,18,33,30.7,22.3,2.4,75.3,0,140,Whole Year ,Sugarcane,2,Tonnes,0.666666667
125126,20-01-2020 00:00,103,34,31,30.8,22,2.4,72.4,0,159,Whole Year ,Sunflower,499,Tonnes,0.782131661
125127,21-01-2020 00:00,116,25,33,30.4,22.3,2.5,74.3,0,173,Whole Year ,Sweet potato,9,Tonnes,0.473684211
125128,22-01-2020 00:00,106,28,32,31.1,22.8,2.5,75.3,0,187,Whole Year ,Tobacco,418,Tonnes,0.725694444
125129,23-01-2020 00:00,107,34,32,31.3,22.1,2.4,72.6,0,154,Whole Year ,Turmeric,363,Tonnes,0.737804878
125130,24-01-2020 00:00,115,40,32,31,21.4,2.2,67.7,0,148,Kharif,Arhar/Tur,487,Tonnes,0.947470817
125131,25-01-2020 00:00,109,36,33,31.1,21.8,1.8,70.6,0,148,Kharif,Bajra,185,Tonnes,0.456790123
125132,26-01-2020 00:00,108,39,31,31.4,21.5,1.5,66.8,0,166,Kharif,Brinjal,2719,Tonnes,0.710107078
125133,27-01-2020 00:00,112,22,30,32.3,21.7,2,67.1,0.2,138,Kharif,Cabbage,560,Tonnes,0.448
125134,28-01-2020 00:00,108,30,31,31.8,22.8,2.5,67.7,0,170,Kharif,Castor seed,3573,Tonnes,0.813895216
125135,29-01-2020 00:00,108,29,32,31.5,23,2.4,72.6,0,187,Kharif,Coriander,182,Tonnes,0.24863388
125136,30-01-2020 00:00,110,33,30,31.9,23.2,2,70.1,0,175,Kharif,Cotton(lint),8065,Tonnes,1.244983019
125137,31-01-2020 00:00,119,38,33,31.1,22.8,2.4,72.9,0,147,Kharif,Dry chillies,1498,Tonnes,0.48213711
125138,01-02-2020 00:00,108,17,30,30.7,23.1,2.6,70.1,0,167,Kharif,Grapes,119921,Tonnes,0.853002056
125139,02-02-2020 00:00,106,32,34,30.2,22.9,2.6,71.8,0,183,Kharif,Groundnut,1353,Tonnes,0.344012204
125140,03-02-2020 00:00,108,38,30,30.7,22.6,2.6,68.7,0,182,Kharif,Horse-gram,80121,Tonnes,0.830002797
125141,04-02-2020 00:00,104,26,33,29.7,23.2,2.2,69.9,0,121,Kharif,Jowar,1651,Tonnes,0.358991085
125142,05-02-2020 00:00,109,34,31,31.2,22.8,2.4,70,0,176,Kharif,Lemon,121035,Tonnes,1.061003191
125143,06-02-2020 00:00,119,39,32,31.5,22.1,2.4,72.4,0,172,Kharif,Maize,490,Tonnes,0.481809243
125144,07-02-2020 00:00,116,37,34,32.2,23.3,2.8,72.3,0,149,Kharif,Mango,1368,Tonnes,0.633920297
125145,08-02-2020 00:00,105,18,29,30.9,23,2.6,75.6,0,141,Kharif,Mesta,449,Tonnes,0.344325153
125146,09-02-2020 00:00,112,29,30,28.3,23,2.9,85,0,165,Kharif,Moong(Green Gram),421,Tonnes,0.628358209
125147,10-02-2020 00:00,117,25,29,28.5,21.9,2.9,71.6,0,121,Kharif,Onion,1091,Tonnes,0.382941383
125148,11-02-2020 00:00,104,37,30,30.1,23.4,3,73.6,0,133,Kharif,Papaya,2599,Tonnes,0.782124586
125149,12-02-2020 00:00,117,33,33,30.7,23.2,2.6,72.4,0,148,Kharif,Pome Granet,1442,Tonnes,0.456040481
125150,13-02-2020 00:00,118,30,34,31.5,21.5,2.4,64,0,161,Kharif,Rice,1417,Tonnes,0.448134092
125151,14-02-2020 00:00,102,18,29,33.9,21.7,1.8,58.4,0,145,Kharif,Sapota,606,Tonnes,0.248972884
125152,15-02-2020 00:00,119,29,32,32.8,21.8,2,59.4,0,157,Kharif,Sesamum,8,Tonnes,1
125153,16-02-2020 00:00,118,29,33,32.7,22.2,2.1,66.8,0,157,Kharif,Small millets,6685,Tonnes,0.358022708
125154,17-02-2020 00:00,117,19,32,32.7,21.6,2.1,62.7,0,179,Kharif,Soyabean,1,Tonnes,0.5
125155,18-02-2020 00:00,118,26,30,32.1,21.5,2.2,57.4,0,125,Kharif,Sugarcane,4884,Tonnes,0.266987372
125156,19-02-2020 00:00,99,28,34,31.5,22.3,2.4,64.8,0,124,Kharif,Sunflower,4655,Tonnes,0.213004484
125157,20-02-2020 00:00,100,31,31,31.2,22.7,2.8,73,0,121,Kharif,Tobacco,5,Tonnes,1
125158,21-02-2020 00:00,118,24,31,31.4,22.9,2.9,69.8,0,186,Kharif,Tomato,24,Tonnes,0.461538462
125159,22-02-2020 00:00,103,27,30,32,21.5,2.8,69.7,0,158,Kharif,Turmeric,1636,Tonnes,0.751147842
125160,23-02-2020 00:00,102,25,33,31.8,22,2.8,70.7,0,174,Kharif,Urad,4,Tonnes,0.4
125161,24-02-2020 00:00,105,27,31,32.7,22.8,2.3,66.2,0,190,Rabi       ,Arhar/Tur,755,Tonnes,0.510135135
125162,25-02-2020 00:00,114,40,31,32.2,24,2.7,70.7,0,129,Rabi       ,Bajra,1108,Tonnes,0.346141831
125163,26-02-2020 00:00,108,18,31,31.8,23.8,2.7,68.2,0,144,Rabi       ,Brinjal,5143,Tonnes,0.308981676
125164,27-02-2020 00:00,110,26,32,31.9,22.9,2.5,61.6,0,142,Rabi       ,Cabbage,1272,Tonnes,0.725199544
125165,28-02-2020 00:00,100,16,29,31.6,23.2,2.6,72.4,0,134,Rabi       ,Castor seed,5067,Tonnes,0.366006934
125166,29-02-2020 00:00,103,19,32,31.8,23.2,2.7,68.3,0,184,Rabi       ,Coriander,1159,Tonnes,0.736808646
125167,01-03-2020 00:00,102,32,30,31.9,23.2,2.5,66.7,0,126,Rabi       ,Cotton(lint),3078,Tonnes,0.19099032
125168,02-03-2020 00:00,116,28,32,32,23.7,2.2,65.8,0,139,Rabi       ,Cowpea(Lobia),979,Tonnes,0.947725073
125169,03-03-2020 00:00,101,33,32,32.9,23.1,2.2,70.1,0,186,Rabi       ,Dry chillies,481,Tonnes,0.482447342
125170,04-03-2020 00:00,118,20,34,33.3,24.1,2.6,64.9,0,148,Rabi       ,Gram,5569,Tonnes,0.514029906
125171,05-03-2020 00:00,107,39,33,32.9,24.5,2.2,65.7,0.3,155,Rabi       ,Groundnut,852,Tonnes,0.343825666
125172,06-03-2020 00:00,107,25,31,32.5,25.1,3,70.5,0,185,Rabi       ,Horse-gram,5316,Tonnes,0.446010571
125173,07-03-2020 00:00,99,35,31,32.6,26.1,2.4,77.8,0,160,Rabi       ,Jowar,650,Tonnes,0.382803298
125174,08-03-2020 00:00,109,24,30,32.7,25.2,2.8,77.5,0,187,Rabi       ,Maize,11637,Tonnes,0.708018983
125175,09-03-2020 00:00,116,18,34,33.1,24.6,2.6,75,0,166,Rabi       ,Moong(Green Gram),4974,Tonnes,0.64605793
125176,10-03-2020 00:00,108,30,33,33.9,24.6,2.5,74.3,0,190,Rabi       ,Onion,6565,Tonnes,0.703041336
125177,11-03-2020 00:00,118,19,31,33.5,25.1,2.5,74.1,0,159,Rabi       ,Potato,2374,Tonnes,0.347991791
125178,12-03-2020 00:00,103,37,30,33.9,24.8,2.7,75.5,0,140,Rabi       ,Rapeseed &Mustard,3,Tonnes,1
125179,13-03-2020 00:00,114,32,31,34,25.1,2.6,74.5,0,168,Rabi       ,Rice,4,Tonnes,0.444444444
125180,14-03-2020 00:00,99,39,32,33.6,24.1,2.5,74.8,0,145,Rabi       ,Safflower,6042,Tonnes,0.549023171
125181,15-03-2020 00:00,118,26,30,33.2,24.1,2.8,70.5,0,164,Rabi       ,Sesamum,41,Tonnes,0.347457627
125182,16-03-2020 00:00,117,18,31,34.2,24.6,3,71.9,0,186,Rabi       ,Small millets,11570,Tonnes,0.614021122
125183,17-03-2020 00:00,115,25,29,34.2,24.7,2.9,61.1,0,120,Rabi       ,Sunflower,36,Tonnes,0.382978723
125184,18-03-2020 00:00,101,35,32,35.2,24.7,2.4,65.9,0,149,Rabi       ,Tobacco,19969,Tonnes,0.639991026
125185,19-03-2020 00:00,100,24,32,35.3,24.9,2.3,68.4,6.9,170,Rabi       ,Tomato,223,Tonnes,0.481641469
125186,20-03-2020 00:00,101,37,30,34,24.5,2.7,65.3,8.4,142,Rabi       ,Urad,13453,Tonnes,0.35600307
125187,21-03-2020 00:00,102,26,30,34.4,25.1,2.3,66.3,0,151,Rabi       ,Wheat,212,Tonnes,0.344155844
125188,22-03-2020 00:00,113,16,32,34.3,25.4,2.2,62.1,0,133,Whole Year ,Coconut ,14709,Tonnes,0.370989709
125189,23-03-2020 00:00,107,22,30,34.3,24.8,2.5,66.4,0,136,Kharif,Arhar/Tur,237,Tonnes,0.382875606
125190,24-03-2020 00:00,110,37,34,34.4,24.7,2.5,70.7,0,161,Kharif,Bajra,18518,Tonnes,0.434002062
125191,25-03-2020 00:00,106,18,34,34.8,25.6,2.7,63.8,0,143,Kharif,Brinjal,1188,Tonnes,0.481947262
125192,26-03-2020 00:00,107,29,29,35.6,25.3,2.5,67.3,0,151,Kharif,Cabbage,1485,Tonnes,0.634073442
125193,27-03-2020 00:00,119,25,32,36,25.8,2.7,56.8,0,179,Kharif,Castor seed,683,Tonnes,0.343907351
125194,28-03-2020 00:00,118,40,32,36.3,25.7,2.6,54.9,0,180,Kharif,Coriander,1388,Tonnes,0.62919311
125195,29-03-2020 00:00,114,31,31,36.6,25.6,2.7,58.9,0,158,Kharif,Cotton(lint),802,Tonnes,0.382816229
125196,30-03-2020 00:00,113,30,29,36.1,25.9,2.6,58.7,0,187,Kharif,Dry chillies,2272,Tonnes,0.781830695
125197,31-03-2020 00:00,104,21,30,37,26.2,2.6,59.6,0.9,184,Kharif,Grapes,323,Tonnes,0.481371088
125198,01-04-2020 00:00,120,39,31,37.2,26.4,2.3,56.1,1.4,166,Kharif,Groundnut,4179,Tonnes,0.319031987
125199,02-04-2020 00:00,120,16,29,36.4,26.2,2.4,54.4,0,144,Kharif,Horse-gram,266,Tonnes,0.344113842
125200,03-04-2020 00:00,102,32,29,35.5,26.8,2.6,62.7,0,184,Kharif,Jowar,3704,Tonnes,0.37002997
125201,04-04-2020 00:00,110,29,31,35.1,26.1,2.7,66.6,0,144,Kharif,Lemon,269,Tonnes,0.383190883
125202,05-04-2020 00:00,108,35,31,35.8,26,2.4,67.4,0,180,Kharif,Maize,5686,Tonnes,0.491996193
125203,06-04-2020 00:00,119,32,30,36.3,27.2,2.5,68.8,0,181,Kharif,Mango,22,Tonnes,0.448979592
125204,07-04-2020 00:00,110,30,32,36,27.4,2.6,59.8,0,126,Kharif,Mesta,1286,Tonnes,0.724915445
125205,08-04-2020 00:00,118,36,33,36.6,27.3,2.8,63,0,123,Kharif,Moong(Green Gram),11,Tonnes,0.44
125206,09-04-2020 00:00,108,18,34,32.1,24,2.7,58.3,38.7,165,Kharif,Onion,1467,Tonnes,0.73718593
125207,10-04-2020 00:00,119,28,30,34.9,23.5,2.5,61,0,155,Kharif,other oilseeds,13,Tonnes,0.25
125208,11-04-2020 00:00,115,30,34,35.6,26.1,2.4,58.3,0,168,Kharif,Papaya,1900,Tonnes,0.948103792
125209,12-04-2020 00:00,99,30,31,36.1,25.7,2.5,55.8,0,177,Kharif,Pome Granet,91,Tonnes,0.481481481
125210,13-04-2020 00:00,102,29,34,36.5,26.2,2.2,57.6,0,159,Kharif,Rice,6743,Tonnes,0.686031132
125211,14-04-2020 00:00,116,31,32,35.9,26.4,2.4,51.7,0,182,Kharif,Sapota,545,Tonnes,0.34384858
125212,15-04-2020 00:00,103,24,32,35.6,26.2,2.4,50.2,0,121,Kharif,Sesamum,4493,Tonnes,0.72997563
125213,16-04-2020 00:00,103,22,30,36,26.3,2.5,61.2,0,172,Kharif,Small millets,447,Tonnes,0.383033419
125214,17-04-2020 00:00,113,37,33,36.3,27.1,2.6,61.7,0,138,Kharif,Soyabean,7314,Tonnes,0.632042862
125215,18-04-2020 00:00,120,39,29,36.4,26.7,2.5,61.2,0,126,Kharif,Sugarcane,840,Tonnes,0.29015544
125216,19-04-2020 00:00,120,40,34,35.7,26.8,3.2,69.2,0,152,Kharif,Sunflower,1341,Tonnes,0.342091837
125217,20-04-2020 00:00,119,38,33,35.9,27.2,2.6,71.4,0,164,Kharif,Tobacco,2510,Tonnes,0.779019243
125218,21-04-2020 00:00,115,18,31,36.4,26.8,2.8,53.7,0,190,Kharif,Tomato,88,Tonnes,0.223918575
125219,22-04-2020 00:00,115,34,29,36.5,28,2.6,61.4,0,172,Kharif,Turmeric,175,Tonnes,0.589225589
125220,23-04-2020 00:00,113,26,31,36.5,27.8,2.6,53.7,0,158,Kharif,Urad,50,Tonnes,0.263157895
125221,24-04-2020 00:00,102,27,29,36.8,28.8,2.7,58.5,0,165,Rabi       ,Arhar/Tur,,Tonnes,0
125222,25-04-2020 00:00,107,30,29,36.6,25.9,3.7,49.9,51.2,148,Rabi       ,Bajra,1,Tonnes,0.25
125223,26-04-2020 00:00,103,33,29,36,25.8,2.5,63.3,9.1,135,Rabi       ,Brinjal,,Tonnes,0
125224,27-04-2020 00:00,113,24,29,33.7,25.2,2.5,59.3,4.9,133,Rabi       ,Cabbage,48,Tonnes,0.592592593
125225,28-04-2020 00:00,108,16,34,34.5,26.6,3.2,78.6,1,148,Rabi       ,Castor seed,8,Tonnes,0.25
125226,29-04-2020 00:00,115,31,31,36.3,26.7,2.5,70.3,7.2,121,Rabi       ,Coriander,34,Tonnes,0.523076923
125227,30-04-2020 00:00,106,26,34,36,26.4,2.3,64.8,0,126,Rabi       ,Cotton(lint),83,Tonnes,0.821782178
125228,01-05-2020 00:00,101,26,32,36.7,26.3,2.9,66.1,0,177,Rabi       ,Cowpea(Lobia),55,Tonnes,0.93220339
125229,02-05-2020 00:00,106,35,30,36.8,27.3,2.2,67.6,0,160,Rabi       ,Dry chillies,88,Tonnes,0.223918575
125230,03-05-2020 00:00,100,36,34,37.6,28,2.5,51.8,0,165,Rabi       ,Gram,418,Tonnes,0.58790436
125231,04-05-2020 00:00,118,26,32,37.1,28.3,2.6,50.1,0.1,144,Rabi       ,Groundnut,176,Tonnes,0.262686567
125232,05-05-2020 00:00,115,16,33,37.2,28.5,2.5,60.4,0,139,Rabi       ,Horse-gram,157,Tonnes,0.528619529
125233,06-05-2020 00:00,103,27,32,36.4,28.2,2.6,55.3,0,120,Rabi       ,Jowar,142,Tonnes,0.825581395
125234,07-05-2020 00:00,105,30,32,36.7,27.5,2.5,64.9,0,154,Rabi       ,Maize,58,Tonnes,0.935483871
125235,08-05-2020 00:00,105,29,31,37.3,28.1,2.4,59,0,186,Rabi       ,Moong(Green Gram),1736,Tonnes,0.72303207
125236,09-05-2020 00:00,109,29,30,36.8,28,2.7,63.4,0,184,Rabi       ,Onion,4193,Tonnes,1.719852338
125237,10-05-2020 00:00,105,36,30,36.6,27.3,3.1,63.4,0,134,Rabi       ,Rapeseed &Mustard,3404,Tonnes,1.162965494
125238,11-05-2020 00:00,100,35,34,36.7,27.9,2.5,65.2,0.5,188,Rabi       ,Rice,877,Tonnes,0.694928685
125239,12-05-2020 00:00,115,31,30,36.1,27.7,2.3,65.7,0,122,Rabi       ,Safflower,1601,Tonnes,0.823136247
125240,13-05-2020 00:00,100,27,31,36.1,27.1,2.5,63.5,0,133,Rabi       ,Sesamum,1740,Tonnes,1.124031008
125241,14-05-2020 00:00,110,17,33,36.4,28,2.3,70.5,0,120,Rabi       ,Small millets,761,Tonnes,0.535915493
125242,15-05-2020 00:00,115,16,29,37,27.9,2.3,60.3,0,163,Rabi       ,Soyabean,860,Tonnes,0.610795455
125243,16-05-2020 00:00,100,23,32,37.1,28.6,2.7,64.8,7,151,Rabi       ,Sunflower,752,Tonnes,0.598249801
125244,17-05-2020 00:00,112,40,29,37.9,28.4,2.5,63.6,2,132,Rabi       ,Tobacco,24,Tonnes,0.533333333
125245,18-05-2020 00:00,114,25,30,36.9,28.3,2.7,54.5,2.6,143,Rabi       ,Tomato,30,Tonnes,0.833333333
125246,19-05-2020 00:00,101,28,32,38.9,28.5,3.1,59.3,1,152,Rabi       ,Turmeric,42,Tonnes,0.933333333
125247,20-05-2020 00:00,105,22,34,41.7,28.5,3.4,48.7,0.4,134,Rabi       ,Urad,232,Tonnes,0.713846154
125248,21-05-2020 00:00,107,19,31,41.7,31.3,3,49.2,0,167,Rabi       ,Wheat,169,Tonnes,0.474719101
125249,22-05-2020 00:00,111,20,32,39.6,29,3.1,40.8,0,167,Whole Year ,Banana,19,Tonnes,0.95
125250,23-05-2020 00:00,102,33,30,38.4,28.9,2.8,40.3,0,159,Whole Year ,Castor seed,19,Tonnes,0.95
125251,24-05-2020 00:00,108,20,30,38,29.6,2.3,53.9,0,123,Whole Year ,Coconut ,5,Tonnes,1
125252,25-05-2020 00:00,101,33,32,37.4,29.7,2.8,56.5,0,170,Whole Year ,Coriander,1,Tonnes,1
125253,26-05-2020 00:00,105,18,33,37.5,29.5,2.9,55.1,0,134,Whole Year ,Potato,9,Tonnes,1
125254,27-05-2020 00:00,109,24,30,38.2,29.8,3,50.7,0,171,Whole Year ,Safflower,9,Tonnes,1
125255,28-05-2020 00:00,102,39,33,38.2,30.4,3.3,42.2,0,186,Whole Year ,Sannhamp,30000,Tonnes,0.789473684
125256,29-05-2020 00:00,99,23,29,38.2,30.2,3,36.3,0,132,Whole Year ,Wheat,18660,Tonnes,0.472010725
125257,30-05-2020 00:00,112,21,34,36.5,29.2,2.9,62.8,0,182,Kharif,Arhar/Tur,726,Tonnes,0.471734893
125258,31-05-2020 00:00,107,18,29,37.1,29,2.9,63.8,1.3,127,Kharif,Bajra,25303,Tonnes,0.563002025
125259,01-06-2020 00:00,114,36,34,37.1,28.8,2.7,74,0.2,122,Kharif,Brinjal,2131,Tonnes,0.563011889
125260,02-06-2020 00:00,101,37,29,37.3,29,2.4,68.8,2.4,137,Kharif,Cabbage,17000,Tonnes,0.459459459
125261,03-06-2020 00:00,113,27,32,35.5,28.2,3.1,67.8,0.5,171,Kharif,Castor seed,13150,Tonnes,0.386004051
125262,04-06-2020 00:00,108,26,34,36.2,27.8,3.7,69.4,23.3,168,Kharif,Cotton(lint),5919,Tonnes,0.2920223
125263,05-06-2020 00:00,111,33,32,37.3,29,3.1,64.9,2.6,175,Kharif,Dry chillies,92,Tonnes,0.291139241
125264,06-06-2020 00:00,111,38,29,38.9,29.2,3.2,64.4,0.6,152,Kharif,Grapes,1000,Tonnes,0.142857143
125265,07-06-2020 00:00,104,21,29,38.9,29.2,3.1,62.3,2.3,174,Kharif,Groundnut,2554,Tonnes,0.356057438
125266,08-06-2020 00:00,109,37,34,38.6,28.8,3.6,61,8.3,142,Kharif,Jowar,1377,Tonnes,0.21495473
125267,09-06-2020 00:00,108,31,33,36.3,27.1,3,59.2,56,149,Kharif,Lemon,56,Tonnes,0.213740458
125268,10-06-2020 00:00,101,31,31,35.7,25.8,3.2,68.7,17.8,165,Kharif,Maize,1000,Tonnes,1
125269,11-06-2020 00:00,118,24,34,30,25.4,3.4,80.5,2.2,156,Kharif,Mango,344,Tonnes,0.477115118
125270,12-06-2020 00:00,109,29,33,29.6,25.9,3.5,79.8,4.4,182,Kharif,Moong(Green Gram),468,Tonnes,0.661951909
125271,13-06-2020 00:00,106,25,29,34.5,26.9,2.9,73.4,0,134,Kharif,Onion,507,Tonnes,0.661879896
125272,14-06-2020 00:00,108,26,33,36.5,28.7,3.3,71.2,0,162,Kharif,Papaya,19000,Tonnes,0.904761905
125273,15-06-2020 00:00,115,31,32,36.3,28.3,3.8,73,0.8,143,Kharif,Pome Granet,21832,Tonnes,1.152997095
125274,16-06-2020 00:00,109,33,32,32.9,27.3,3.6,77.6,20.3,122,Kharif,Rice,152,Tonnes,1.151515152
125275,17-06-2020 00:00,100,24,32,33.3,26.2,3.8,89.1,7.5,137,Kharif,Safflower,28680,Tonnes,0.921001927
125276,18-06-2020 00:00,108,37,31,32.8,26.5,3.8,74.5,3.4,173,Kharif,Sapota,2350,Tonnes,0.920846395
125277,19-06-2020 00:00,111,37,30,35.3,26.9,3.8,69.6,0.1,164,Kharif,Sesamum,4000,Tonnes,0.285714286
125278,20-06-2020 00:00,115,24,32,35.8,28.3,3.9,71.5,0,122,Kharif,Small millets,839,Tonnes,0.079996186
125279,21-06-2020 00:00,100,40,32,32.6,26.4,3.8,73.8,1.9,160,Kharif,Soyabean,2088,Tonnes,0.169027767
125280,22-06-2020 00:00,118,21,34,34.8,27.4,3.3,75.6,3.3,155,Kharif,Sugarcane,29,Tonnes,0.169590643
125281,23-06-2020 00:00,112,25,29,36.1,27.2,3,78.1,0,130,Kharif,Sunflower,7000,Tonnes,0.7
125282,24-06-2020 00:00,108,26,34,35.7,28.1,2.4,70.9,0.1,164,Kharif,Tobacco,3873,Tonnes,0.592020789
125283,25-06-2020 00:00,101,37,33,35,28.3,2.5,71.5,1.9,121,Kharif,Tomato,4416,Tonnes,0.734042553
125284,26-06-2020 00:00,103,27,32,34,28.1,2.2,70.8,0,180,Kharif,Turmeric,675,Tonnes,0.733695652
125285,27-06-2020 00:00,119,33,29,34.9,28.1,2.3,77.7,0,143,Kharif,Urad,11000,Tonnes,0.578947368
125286,28-06-2020 00:00,112,31,31,34.4,27.8,2.4,82.3,0.5,161,Rabi       ,Arhar/Tur,8377,Tonnes,0.596015653
125287,29-06-2020 00:00,113,27,31,35.6,28.4,2.2,78.5,1.4,181,Rabi       ,Bajra,374,Tonnes,0.596491228
125288,30-06-2020 00:00,112,19,29,34.6,27.5,2.5,76.4,10.6,140,Rabi       ,Brinjal,5031,Tonnes,0.477959339
125289,01-07-2020 00:00,111,38,34,33.1,27.5,2.5,77.1,2.2,151,Rabi       ,Cabbage,889,Tonnes,0.478214094
125290,02-07-2020 00:00,107,39,33,33.6,26.9,3.1,80.4,2.4,148,Rabi       ,Castor seed,3000,Tonnes,0.75
125291,03-07-2020 00:00,114,38,30,32.7,27.6,3.5,76.6,1.1,140,Rabi       ,Coriander,2108,Tonnes,0.609072522
125292,04-07-2020 00:00,108,36,34,30.3,26,3.2,86.2,6,123,Rabi       ,Cotton(lint),2222,Tonnes,0.723071917
125293,05-07-2020 00:00,117,24,31,29.5,25.7,3.3,85.6,16.8,166,Rabi       ,Cowpea(Lobia),176,Tonnes,0.724279835
125294,06-07-2020 00:00,111,33,34,28.4,25.6,3.2,83.8,36.6,135,Rabi       ,Dry chillies,22000,Tonnes,0.647058824
125295,07-07-2020 00:00,106,37,32,35.4,27.1,3.1,78.9,2.7,186,Rabi       ,Dry ginger,10470,Tonnes,0.346012757
125296,08-07-2020 00:00,114,16,31,34.7,27.7,3,71.9,0.9,157,Rabi       ,Gram,56,Tonnes,0.345679012
125297,09-07-2020 00:00,99,31,29,33.2,25.9,2.9,75.8,24.7,140,Rabi       ,Groundnut,15720,Tonnes,0.512002084
125298,10-07-2020 00:00,106,25,34,32.7,26.4,3.1,78.4,34.5,160,Rabi       ,Horse-gram,1668,Tonnes,0.512127725
125299,11-07-2020 00:00,102,40,31,34,26.1,2.8,83.5,33.8,142,Rabi       ,Jowar,49000,Tonnes,0.710144928
125300,12-07-2020 00:00,119,16,34,34.2,26.4,3,80.1,37.1,132,Rabi       ,Maize,23032,Tonnes,0.2880008
125301,13-07-2020 00:00,107,40,34,33.2,25.9,2.6,84.2,36.8,128,Rabi       ,Moong(Green Gram),20182,Tonnes,0.219000597
125302,14-07-2020 00:00,110,22,30,30.8,25.4,2.6,87.4,14.9,155,Rabi       ,Onion,63,Tonnes,0.21799308
125303,15-07-2020 00:00,116,25,32,29.2,25.3,2.5,88.9,47.5,180,Rabi       ,Papaya,12000,Tonnes,0.5
125304,16-07-2020 00:00,120,30,29,31.3,25.8,3.3,85.2,2.6,151,Rabi       ,Potato,14431,Tonnes,0.58700781
125305,17-07-2020 00:00,107,32,32,33.3,26.4,3,82.8,1.9,174,Rabi       ,Rapeseed &Mustard,6372,Tonnes,0.252997697
125306,18-07-2020 00:00,109,33,32,33.8,25.8,2.6,81.5,1.6,165,Rabi       ,Rice,176,Tonnes,0.253602305
125307,19-07-2020 00:00,119,17,32,33.9,27.1,2.2,89.7,2.5,147,Rabi       ,Safflower,18000,Tonnes,0.473684211
125308,20-07-2020 00:00,110,26,33,33,27,2.5,89.8,8.6,174,Rabi       ,Sesamum,19312,Tonnes,0.471991397
125309,21-07-2020 00:00,120,34,32,33.5,27.2,2.6,84.6,0,182,Rabi       ,Small millets,50,Tonnes,0.476190476
125310,22-07-2020 00:00,104,18,34,33.7,27.4,2.1,88,0.4,152,Rabi       ,Soyabean,15568,Tonnes,0.4229975
125311,23-07-2020 00:00,117,39,31,30,25.9,2.6,90,26.2,140,Rabi       ,Sunflower,2362,Tonnes,0.422918532
125312,24-07-2020 00:00,118,19,31,31.5,25.6,2.1,81.8,8.8,153,Rabi       ,Tobacco,2000,Tonnes,0.666666667
125313,25-07-2020 00:00,105,25,34,33.7,26.4,1.9,79.3,2.6,187,Rabi       ,Tomato,4568,Tonnes,1.368074274
125314,26-07-2020 00:00,116,34,31,35.4,26.9,2.7,75.3,0,142,Rabi       ,Urad,2998,Tonnes,0.935121647
125315,27-07-2020 00:00,110,21,31,36,27.4,2.9,79.3,0.8,165,Rabi       ,Wheat,408,Tonnes,0.935779817
125316,28-07-2020 00:00,113,17,33,35.8,26.6,2.8,82.5,8.1,169,Whole Year ,Coconut ,64000,Tonnes,0.780487805
125317,29-07-2020 00:00,119,24,30,33.8,26.1,1.8,90.3,7.5,128,Whole Year ,Rice,19884,Tonnes,0.290995302
125318,30-07-2020 00:00,118,36,32,34.7,27.3,2.1,79.7,2,180,Kharif,Arhar/Tur,1,Tonnes,0.2
125319,31-07-2020 00:00,114,18,32,33.7,27.9,2.2,80,2.8,139,Kharif,Bajra,24981,Tonnes,0.502009566
125320,01-08-2020 00:00,116,16,31,33.2,26.2,2.4,84,0.3,156,Kharif,Castor seed,95,Tonnes,0.502645503
125321,02-08-2020 00:00,120,27,32,34.9,26.8,2.6,80.9,14.2,136,Kharif,Cotton(lint),28000,Tonnes,0.875
125322,03-08-2020 00:00,112,18,31,32.7,26.5,4,85.3,1.7,128,Kharif,Dry chillies,20639,Tonnes,0.619994593
125323,04-08-2020 00:00,111,26,29,30.2,26.2,4.1,79.1,10.6,178,Kharif,Groundnut,14220,Tonnes,0.418999352
125324,05-08-2020 00:00,102,23,33,30.2,26.4,3.8,83.7,10.1,143,Kharif,Jowar,171,Tonnes,0.419117647
125325,06-08-2020 00:00,99,33,32,33.3,26.9,3.9,81.9,0.5,144,Kharif,Korra,1000,Tonnes,1
125326,07-08-2020 00:00,118,29,34,34.5,28.1,3.2,78.6,0.8,122,Kharif,Maize,340,Tonnes,0.47752809
125327,08-08-2020 00:00,117,28,32,34.6,28.4,3.9,83.3,8.5,138,Kharif,Moong(Green Gram),159,Tonnes,0.476047904
